session_id,visitor_id,landing_page,traffic_source,device_type,pages_viewed,session_duration_sec,converted,visit_time
sess_000827,1253,/home,Google Ads,Mobile,3,46,0,2026-08-11 23:34:00
sess_000828,1881,/product/analytics,Google Ads,Mobile,7,586,0,2026-09-13 00:50:00
sess_000829,2032,/product/analytics,Organic Search,Desktop,1,50,0,2026-09-02 15:34:00
sess_000830,1428,/home,LinkedIn,Desktop,1,85,0,2026-08-09 18:09:00
sess_000831,2873,/docs/api,GitHub,Desktop,2,272,0,2026-08-09 09:49:00
sess_000832,3150,/docs/api,Organic Search,Desktop,2,198,0,2026-09-06 20:51:00
sess_000833,2935,/solutions/enterprise,GitHub,Mobile,1,74,0,2026-09-01 21:30:00
sess_000834,1440,/solutions/enterprise,Organic Search,Desktop,1,220,0,2026-08-17 19:02:00
sess_000835,1859,/product/analytics,Referral,Desktop,1,708,0,2026-08-06 04:29:00
sess_000836,3328,/solutions/enterprise,Organic Search,Desktop,1,33,0,2026-08-16 19:07:00
sess_000837,2813,/solutions/enterprise,Direct,Mobile,2,54,0,2026-08-05 09:09:00
sess_000838,1438,/solutions/enterprise,Organic Search,Desktop,1,112,0,2026-08-03 19:14:00
sess_000839,2825,/product/analytics,Organic Search,Desktop,3,72,0,2026-08-02 12:44:00
sess_000840,3319,/solutions/enterprise,Google Ads,Mobile,4,73,0,2026-08-15 00:55:00
sess_000841,3341,/home,Organic Search,Mobile,5,105,0,2026-09-09 08:26:00
sess_000842,3389,/pricing,Google Ads,Desktop,6,285,0,2026-09-01 22:48:00
sess_000843,2695,/pricing,GitHub,Desktop,1,84,0,2026-08-19 15:58:00
sess_000844,2450,/solutions/enterprise,GitHub,Mobile,1,58,0,2026-09-13 03:27:00
sess_000845,2494,/solutions/enterprise,Google Ads,Mobile,5,149,0,2026-08-20 20:35:00
sess_000846,3070,/solutions/enterprise,Referral,Tablet,1,374,0,2026-08-10 17:19:00
sess_000847,1985,/home,Organic Search,Desktop,4,221,1,2026-08-14 12:08:00
sess_000848,2059,/product/analytics,Referral,Desktop,1,79,0,2026-08-12 12:12:00
sess_000849,1433,/pricing,Organic Search,Desktop,2,649,0,2026-08-07 00:02:00
sess_000850,2640,/docs/api,Organic Search,Desktop,10,216,0,2026-08-10 08:47:00
sess_000851,3041,/solutions/enterprise,Organic Search,Mobile,3,31,0,2026-08-29 10:05:00
sess_000852,2389,/docs/api,LinkedIn,Mobile,2,218,0,2026-08-27 08:49:00
sess_000853,1899,/signup,Organic Search,Tablet,4,430,0,2026-08-19 07:35:00
sess_000854,3494,/home,Organic Search,Desktop,1,120,0,2026-09-13 06:01:00
sess_000855,2747,/signup,LinkedIn,Desktop,9,240,0,2026-08-15 00:21:00
sess_000856,1974,/product/analytics,Direct,Mobile,2,34,0,2026-09-09 21:11:00
sess_000857,1893,/docs/api,Organic Search,Desktop,11,26,0,2026-08-06 04:50:00
sess_000858,3357,/solutions/enterprise,Direct,Desktop,4,183,0,2026-08-03 09:32:00
sess_000859,1078,/solutions/enterprise,Organic Search,Desktop,1,97,0,2026-08-13 15:09:00
sess_000860,2484,/home,Direct,Desktop,3,115,0,2026-08-23 13:51:00
sess_000861,1059,/signup,Direct,Desktop,2,71,0,2026-08-12 01:18:00
sess_000862,3430,/solutions/enterprise,Referral,Desktop,3,114,0,2026-09-13 09:27:00
sess_000863,2557,/docs/api,Google Ads,Desktop,5,23,0,2026-08-06 05:14:00
sess_000864,3496,/product/analytics,Organic Search,Tablet,2,25,0,2026-09-05 03:41:00
sess_000865,2600,/solutions/enterprise,Organic Search,Mobile,1,110,0,2026-08-16 05:45:00
sess_000866,1886,/solutions/enterprise,GitHub,Mobile,12,113,0,2026-09-02 12:41:00
sess_000867,1992,/docs/api,Direct,Tablet,2,374,0,2026-08-29 17:37:00
sess_000868,2728,/product/analytics,Google Ads,Desktop,1,77,0,2026-08-14 08:30:00
sess_000869,2751,/docs/api,Direct,Desktop,4,208,0,2026-08-07 00:26:00
sess_000870,3278,/home,Google Ads,Mobile,3,70,0,2026-08-03 21:00:00
sess_000871,2148,/solutions/enterprise,Organic Search,Mobile,5,71,0,2026-08-08 05:16:00
sess_000872,3051,/pricing,LinkedIn,Desktop,1,227,0,2026-09-09 21:42:00
sess_000873,1216,/home,Google Ads,Mobile,2,153,0,2026-08-08 18:04:00
sess_000874,2230,/signup,Organic Search,Desktop,2,89,0,2026-09-08 00:46:00
sess_000875,1471,/signup,Direct,Desktop,8,123,0,2026-08-21 08:13:00
sess_000876,2754,/signup,Direct,Mobile,2,339,0,2026-08-01 20:14:00
sess_000877,2964,/pricing,Google Ads,Desktop,3,251,0,2026-08-25 04:01:00
sess_000878,3405,/docs/api,GitHub,Desktop,1,496,0,2026-08-09 05:03:00
sess_000879,2245,/pricing,Direct,Desktop,5,382,0,2026-08-07 16:11:00
sess_000880,3396,/product/analytics,LinkedIn,Desktop,1,204,0,2026-08-09 03:25:00
sess_000881,2789,/solutions/enterprise,GitHub,Desktop,6,42,0,2026-09-12 22:50:00
sess_000882,3308,/product/analytics,Organic Search,Desktop,4,85,0,2026-08-27 06:06:00
sess_000883,1337,/product/analytics,Google Ads,Desktop,3,150,0,2026-08-21 18:09:00
sess_000884,1462,/docs/api,Organic Search,Desktop,4,11,0,2026-08-10 23:32:00
sess_000885,2625,/product/analytics,Direct,Desktop,5,210,0,2026-08-06 12:10:00
sess_000886,2786,/pricing,GitHub,Desktop,4,709,0,2026-09-04 05:17:00
sess_000887,1769,/signup,Direct,Desktop,4,321,0,2026-08-16 16:12:00
sess_000888,2112,/home,Organic Search,Desktop,6,214,0,2026-08-16 01:28:00
sess_000889,3207,/signup,GitHub,Desktop,2,208,0,2026-09-14 19:29:00
sess_000890,1441,/home,Direct,Desktop,3,414,0,2026-08-03 11:42:00
sess_000891,3492,/home,Organic Search,Desktop,10,71,0,2026-08-23 09:48:00
sess_000892,2507,/pricing,Organic Search,Desktop,2,111,1,2026-08-09 01:12:00
sess_000893,3251,/solutions/enterprise,Organic Search,Desktop,4,199,0,2026-08-30 17:00:00
sess_000894,2725,/pricing,Organic Search,Desktop,2,158,0,2026-08-08 07:51:00
sess_000895,2038,/home,LinkedIn,Desktop,2,339,0,2026-08-17 11:53:00
sess_000896,2094,/solutions/enterprise,Direct,Desktop,2,87,0,2026-09-11 23:15:00
sess_000897,1382,/docs/api,Google Ads,Desktop,1,101,0,2026-08-20 00:04:00
sess_000898,2273,/pricing,Direct,Desktop,11,56,0,2026-08-26 12:44:00
sess_000899,2063,/product/analytics,Organic Search,Mobile,2,188,0,2026-08-19 18:13:00
sess_000900,1237,/product/analytics,Organic Search,Desktop,1,94,0,2026-08-27 02:48:00
sess_000901,3422,/product/analytics,Organic Search,Desktop,3,148,0,2026-08-09 19:37:00
sess_000902,1837,/pricing,GitHub,Desktop,1,16,0,2026-09-07 02:36:00
sess_000903,1045,/docs/api,Organic Search,Tablet,3,224,0,2026-08-15 23:49:00
sess_000904,1071,/solutions/enterprise,Direct,Desktop,3,141,0,2026-08-18 12:05:00
sess_000905,1803,/pricing,Google Ads,Mobile,1,249,0,2026-08-02 12:58:00
sess_000906,3359,/pricing,GitHub,Desktop,9,56,0,2026-09-10 07:10:00
sess_000907,1964,/pricing,Organic Search,Mobile,3,353,0,2026-08-21 05:57:00
sess_000908,1588,/solutions/enterprise,Organic Search,Desktop,1,373,0,2026-08-06 12:41:00
sess_000909,2685,/docs/api,Organic Search,Desktop,6,108,0,2026-08-18 09:20:00
sess_000910,1011,/pricing,Organic Search,Desktop,2,23,0,2026-09-07 01:36:00
sess_000911,1287,/signup,Direct,Mobile,4,132,0,2026-08-15 00:30:00
sess_000912,1549,/home,LinkedIn,Desktop,3,192,0,2026-09-02 20:24:00
sess_000913,1444,/solutions/enterprise,LinkedIn,Mobile,1,169,0,2026-08-14 04:09:00
sess_000914,3256,/signup,Organic Search,Desktop,1,415,0,2026-08-06 09:03:00
sess_000915,1847,/docs/api,LinkedIn,Desktop,3,455,0,2026-08-13 13:49:00
sess_000916,3404,/home,Organic Search,Mobile,4,180,0,2026-08-26 22:41:00
sess_000917,2604,/pricing,GitHub,Desktop,1,190,0,2026-09-09 17:24:00
sess_000918,2991,/signup,Google Ads,Desktop,1,30,0,2026-09-08 15:52:00
sess_000919,2606,/signup,Direct,Mobile,1,94,0,2026-08-12 13:25:00
sess_000920,2784,/home,Organic Search,Desktop,1,77,0,2026-09-05 08:56:00
sess_000921,3266,/product/analytics,Referral,Mobile,3,81,0,2026-09-06 08:13:00
sess_000922,3124,/signup,Google Ads,Desktop,1,238,0,2026-08-09 18:05:00
sess_000923,2250,/docs/api,Organic Search,Mobile,1,125,0,2026-08-31 23:29:00
sess_000924,1912,/signup,Direct,Desktop,3,130,0,2026-08-16 09:45:00
sess_000925,1381,/signup,Organic Search,Mobile,2,56,0,2026-08-09 21:46:00
sess_000926,2993,/signup,Organic Search,Desktop,6,37,0,2026-09-13 05:52:00
sess_000927,1063,/signup,Organic Search,Desktop,3,99,0,2026-08-28 13:49:00
sess_000928,1124,/docs/api,LinkedIn,Tablet,1,15,0,2026-08-31 15:13:00
sess_000929,1886,/product/analytics,Organic Search,Mobile,2,36,0,2026-08-24 04:17:00
sess_000930,1761,/signup,Organic Search,Desktop,1,312,0,2026-08-14 07:16:00
sess_000931,2509,/home,Organic Search,Desktop,1,108,0,2026-08-09 22:24:00
sess_000932,1141,/docs/api,Organic Search,Mobile,1,679,0,2026-09-03 13:02:00
sess_000933,1036,/pricing,Google Ads,Desktop,2,5,0,2026-08-19 05:51:00
sess_000934,1583,/product/analytics,LinkedIn,Desktop,1,460,0,2026-08-06 22:34:00
sess_000935,1819,/docs/api,Direct,Desktop,1,195,0,2026-08-09 15:29:00
sess_000936,2993,/signup,Organic Search,Desktop,4,180,0,2026-08-03 10:22:00
sess_000937,2696,/docs/api,Google Ads,Desktop,5,335,0,2026-09-02 19:00:00
sess_000938,1356,/signup,GitHub,Desktop,1,182,0,2026-08-20 00:45:00
sess_000939,1915,/solutions/enterprise,Direct,Desktop,1,11,0,2026-08-30 12:20:00
sess_000940,3258,/signup,Organic Search,Desktop,6,429,0,2026-08-29 08:22:00
sess_000941,1188,/home,LinkedIn,Desktop,1,376,0,2026-08-30 12:51:00
sess_000942,3229,/product/analytics,Organic Search,Desktop,2,137,0,2026-08-27 01:01:00
sess_000943,1503,/docs/api,Organic Search,Desktop,2,29,0,2026-08-12 13:09:00
sess_000944,2730,/product/analytics,Direct,Desktop,6,315,0,2026-09-06 03:43:00
sess_000945,1239,/pricing,Organic Search,Desktop,1,140,0,2026-09-14 19:01:00
sess_000946,2017,/solutions/enterprise,GitHub,Desktop,5,76,0,2026-09-05 00:40:00
sess_000947,2058,/signup,Google Ads,Desktop,2,906,0,2026-08-16 00:12:00
sess_000948,1235,/home,Organic Search,Desktop,5,37,0,2026-09-09 22:26:00
sess_000949,3188,/signup,Referral,Desktop,4,37,0,2026-08-13 00:24:00
sess_000950,3137,/home,Direct,Desktop,4,169,0,2026-08-19 03:57:00
sess_000951,1150,/pricing,Direct,Desktop,1,60,0,2026-08-07 07:24:00
sess_000952,2511,/docs/api,Direct,Mobile,2,100,0,2026-08-24 12:56:00
sess_000953,2071,/solutions/enterprise,LinkedIn,Desktop,1,54,1,2026-09-13 23:56:00
sess_000954,2132,/home,Organic Search,Desktop,1,279,0,2026-09-02 21:32:00
sess_000955,3125,/signup,GitHub,Desktop,3,62,0,2026-09-04 04:12:00
sess_000956,3023,/product/analytics,Organic Search,Mobile,4,337,0,2026-08-21 23:57:00
sess_000957,3044,/pricing,LinkedIn,Mobile,1,244,0,2026-08-23 11:13:00
sess_000958,1563,/signup,Google Ads,Desktop,5,68,0,2026-09-13 18:07:00
sess_000959,1353,/home,GitHub,Mobile,1,293,0,2026-09-08 07:57:00
sess_000960,1743,/signup,Direct,Desktop,2,74,1,2026-08-19 08:49:00
sess_000961,3267,/docs/api,LinkedIn,Desktop,15,98,1,2026-08-16 10:46:00
sess_000962,2562,/solutions/enterprise,Organic Search,Mobile,1,19,0,2026-09-06 20:07:00
sess_000963,2858,/home,Google Ads,Mobile,1,156,0,2026-08-19 14:58:00
sess_000964,3150,/docs/api,Google Ads,Desktop,1,309,0,2026-08-09 03:18:00
sess_000965,3405,/docs/api,Direct,Mobile,8,180,0,2026-09-02 14:30:00
sess_000966,1708,/pricing,Organic Search,Desktop,1,149,0,2026-08-03 16:54:00
sess_000967,1826,/signup,Direct,Mobile,3,415,0,2026-08-04 23:29:00
sess_000968,1847,/docs/api,Organic Search,Mobile,5,109,0,2026-08-02 03:51:00
sess_000969,1670,/pricing,LinkedIn,Mobile,8,988,0,2026-08-22 15:11:00
sess_000970,2621,/product/analytics,GitHub,Desktop,2,116,0,2026-08-30 02:33:00
sess_000971,1898,/signup,LinkedIn,Mobile,2,190,0,2026-08-09 21:51:00
sess_000972,2761,/pricing,Direct,Mobile,5,13,0,2026-08-16 04:23:00
sess_000973,1588,/home,Referral,Desktop,1,220,0,2026-09-07 22:05:00
sess_000974,2021,/pricing,Direct,Desktop,2,74,1,2026-08-19 17:08:00
sess_000975,1993,/solutions/enterprise,Organic Search,Desktop,3,29,1,2026-09-05 11:02:00
sess_000976,3057,/product/analytics,LinkedIn,Desktop,4,33,0,2026-08-03 07:34:00
sess_000977,1451,/pricing,Direct,Desktop,1,132,0,2026-08-18 00:41:00
sess_000978,3483,/product/analytics,Referral,Desktop,6,165,0,2026-08-29 23:47:00
sess_000979,2021,/signup,GitHub,Desktop,5,223,0,2026-08-25 18:05:00
sess_000980,2246,/pricing,GitHub,Desktop,2,111,0,2026-08-12 03:00:00
sess_000981,1685,/docs/api,Organic Search,Mobile,2,365,1,2026-09-10 05:47:00
sess_000982,3050,/docs/api,Organic Search,Desktop,2,17,0,2026-08-17 06:52:00
sess_000983,1830,/signup,LinkedIn,Desktop,12,28,1,2026-08-04 03:49:00
sess_000984,1939,/home,Organic Search,Desktop,3,51,0,2026-08-19 20:53:00
sess_000985,2604,/docs/api,LinkedIn,Desktop,1,24,0,2026-09-13 16:09:00
sess_000986,1892,/solutions/enterprise,LinkedIn,Desktop,4,258,0,2026-08-15 15:36:00
sess_000987,1310,/docs/api,LinkedIn,Desktop,5,86,0,2026-08-03 09:38:00
sess_000988,3105,/solutions/enterprise,Direct,Mobile,4,171,0,2026-08-27 10:12:00
sess_000989,1061,/pricing,LinkedIn,Desktop,1,265,1,2026-08-15 14:08:00
sess_000990,1996,/signup,Google Ads,Desktop,1,147,0,2026-08-02 04:16:00
sess_000991,2030,/pricing,LinkedIn,Mobile,2,142,0,2026-08-26 23:05:00
sess_000992,1274,/solutions/enterprise,Google Ads,Desktop,1,112,0,2026-08-28 09:40:00
sess_000993,1080,/home,GitHub,Desktop,2,219,0,2026-08-16 17:34:00
sess_000994,1431,/docs/api,Organic Search,Desktop,2,140,0,2026-08-10 12:48:00
sess_000995,2484,/solutions/enterprise,GitHub,Desktop,1,98,0,2026-08-05 02:02:00
sess_000996,3232,/docs/api,Organic Search,Desktop,3,178,0,2026-09-02 04:43:00
sess_000997,2792,/product/analytics,Direct,Desktop,2,591,1,2026-08-31 08:54:00
sess_000998,1279,/home,GitHub,Mobile,1,302,0,2026-08-30 23:37:00
sess_000999,1669,/pricing,LinkedIn,Desktop,8,111,0,2026-09-01 00:23:00
sess_001000,2306,/solutions/enterprise,Organic Search,Mobile,3,173,0,2026-08-18 07:41:00
sess_001001,1834,/product/analytics,Direct,Tablet,1,94,1,2026-08-28 01:29:00
sess_001002,2523,/signup,GitHub,Desktop,7,137,0,2026-08-14 23:43:00
sess_001003,2743,/solutions/enterprise,Direct,Tablet,2,243,1,2026-08-05 21:18:00
sess_001004,1003,/signup,Google Ads,Desktop,1,332,1,2026-09-12 07:13:00
sess_001005,1696,/solutions/enterprise,Google Ads,Desktop,1,16,0,2026-08-09 20:02:00
sess_001006,1895,/signup,GitHub,Mobile,4,37,0,2026-08-24 17:17:00
sess_001007,2408,/solutions/enterprise,Organic Search,Tablet,10,161,0,2026-08-28 15:37:00
sess_001008,1224,/solutions/enterprise,Direct,Tablet,1,223,0,2026-08-22 05:59:00
sess_001009,3091,/pricing,Organic Search,Mobile,2,199,0,2026-08-10 14:39:00
sess_001010,1620,/pricing,Direct,Desktop,1,56,1,2026-09-13 21:30:00
sess_001011,2881,/pricing,Organic Search,Desktop,3,196,0,2026-08-15 09:03:00
sess_001012,1870,/home,Organic Search,Desktop,6,116,1,2026-08-21 15:57:00
sess_001013,3051,/signup,Referral,Mobile,1,55,0,2026-08-09 02:56:00
sess_001014,2952,/pricing,LinkedIn,Desktop,1,393,1,2026-09-11 03:24:00
sess_001015,1433,/docs/api,Organic Search,Desktop,1,140,0,2026-09-06 16:24:00
sess_001016,2916,/pricing,Direct,Desktop,1,362,0,2026-09-10 10:12:00
sess_001017,1522,/solutions/enterprise,LinkedIn,Mobile,1,102,0,2026-08-14 23:10:00
sess_001018,2809,/solutions/enterprise,LinkedIn,Desktop,3,185,0,2026-09-13 00:47:00
sess_001019,1464,/docs/api,Direct,Desktop,1,310,0,2026-08-27 07:05:00
sess_001020,2709,/product/analytics,LinkedIn,Mobile,4,76,0,2026-09-01 10:24:00
sess_001021,2757,/solutions/enterprise,Organic Search,Desktop,1,355,1,2026-08-18 19:06:00
sess_001022,1480,/solutions/enterprise,Direct,Mobile,1,82,0,2026-08-21 07:10:00
sess_001023,1166,/pricing,Google Ads,Mobile,2,45,0,2026-08-04 15:53:00
sess_001024,2103,/pricing,Direct,Mobile,2,247,0,2026-08-21 22:31:00
sess_001025,1288,/solutions/enterprise,GitHub,Mobile,1,78,0,2026-08-14 02:16:00
sess_001026,1878,/docs/api,Direct,Tablet,2,556,0,2026-08-25 10:16:00
sess_001027,2473,/solutions/enterprise,Organic Search,Desktop,7,298,0,2026-09-05 07:06:00
sess_001028,2668,/pricing,Organic Search,Desktop,2,52,0,2026-09-07 00:58:00
sess_001029,1159,/signup,Direct,Mobile,1,780,0,2026-08-11 07:36:00
sess_001030,3189,/pricing,Direct,Mobile,2,86,0,2026-09-11 08:53:00
sess_001031,2401,/pricing,Organic Search,Desktop,2,151,0,2026-09-08 01:14:00
sess_001032,2445,/docs/api,Direct,Desktop,1,18,0,2026-08-08 11:18:00
sess_001033,2782,/solutions/enterprise,Organic Search,Mobile,1,12,0,2026-08-03 12:11:00
sess_001034,2709,/pricing,Organic Search,Mobile,1,68,0,2026-08-14 11:41:00
sess_001035,3231,/product/analytics,LinkedIn,Mobile,9,7,0,2026-08-11 17:01:00
sess_001036,3000,/signup,GitHub,Desktop,3,63,0,2026-09-10 11:34:00
sess_001037,3122,/pricing,Organic Search,Desktop,3,137,0,2026-08-26 08:35:00
sess_001038,1774,/home,Organic Search,Mobile,2,216,0,2026-09-11 16:18:00
sess_001039,1396,/product/analytics,Direct,Desktop,3,57,0,2026-08-04 14:32:00
sess_001040,1626,/pricing,Organic Search,Desktop,2,99,0,2026-08-11 00:34:00
sess_001041,1664,/home,Organic Search,Mobile,4,91,0,2026-08-18 13:18:00
sess_001042,2009,/docs/api,Referral,Desktop,1,76,0,2026-08-16 03:30:00
sess_001043,2135,/home,Google Ads,Desktop,1,93,1,2026-08-27 10:52:00
sess_001044,3187,/solutions/enterprise,LinkedIn,Desktop,3,125,0,2026-08-23 14:39:00
sess_001045,2294,/signup,Organic Search,Desktop,4,44,0,2026-08-05 16:03:00
sess_001046,1614,/solutions/enterprise,Organic Search,Mobile,4,117,0,2026-08-01 21:29:00
sess_001047,1415,/docs/api,Direct,Desktop,2,59,0,2026-08-04 19:37:00
sess_001048,1975,/docs/api,LinkedIn,Mobile,1,16,0,2026-08-11 07:53:00
sess_001049,2075,/docs/api,LinkedIn,Desktop,1,48,0,2026-08-03 18:06:00
sess_001050,1168,/home,Organic Search,Desktop,2,494,0,2026-08-23 08:34:00
sess_001051,2291,/home,Direct,Desktop,4,131,0,2026-08-27 02:57:00
sess_001052,2983,/docs/api,Organic Search,Desktop,2,733,0,2026-08-11 14:44:00
sess_001053,3004,/home,GitHub,Mobile,3,50,0,2026-08-18 17:14:00
sess_001054,3187,/solutions/enterprise,Direct,Desktop,1,67,0,2026-09-09 13:36:00
sess_001055,1620,/pricing,Direct,Desktop,1,189,0,2026-09-03 07:44:00
sess_001056,2060,/product/analytics,GitHub,Desktop,4,84,0,2026-08-19 05:46:00
sess_001057,1008,/docs/api,GitHub,Desktop,2,85,0,2026-08-13 06:45:00
sess_001058,1184,/solutions/enterprise,Direct,Desktop,9,339,0,2026-08-08 12:59:00
sess_001059,2093,/home,LinkedIn,Desktop,1,10,0,2026-08-23 10:11:00
sess_001060,3279,/product/analytics,Organic Search,Mobile,2,202,0,2026-08-31 04:23:00
sess_001061,2905,/docs/api,Organic Search,Desktop,1,387,0,2026-08-16 11:44:00
sess_001062,2917,/home,Direct,Desktop,1,39,0,2026-08-03 11:05:00
sess_001063,1847,/home,Google Ads,Mobile,3,97,0,2026-08-11 13:18:00
sess_001064,2668,/product/analytics,Direct,Desktop,7,303,0,2026-09-12 01:56:00
sess_001065,1336,/home,Direct,Desktop,1,142,1,2026-09-11 03:54:00
sess_001066,2717,/product/analytics,LinkedIn,Desktop,1,84,0,2026-08-24 15:26:00
sess_001067,1138,/solutions/enterprise,Google Ads,Desktop,9,181,0,2026-08-31 19:40:00
sess_001068,1199,/docs/api,Google Ads,Desktop,4,75,0,2026-08-22 19:08:00
sess_001069,3354,/home,Direct,Desktop,2,182,0,2026-09-09 01:09:00
sess_001070,3078,/pricing,GitHub,Mobile,2,33,0,2026-08-06 22:28:00
sess_001071,2647,/product/analytics,Organic Search,Desktop,5,50,0,2026-09-09 21:46:00
sess_001072,2112,/solutions/enterprise,Direct,Mobile,4,7,0,2026-08-18 06:49:00
sess_001073,2372,/signup,GitHub,Desktop,3,41,0,2026-08-02 14:38:00
sess_001074,1405,/pricing,LinkedIn,Desktop,6,30,0,2026-08-16 01:25:00
sess_001075,3249,/docs/api,LinkedIn,Tablet,2,169,0,2026-08-12 04:34:00
sess_001076,1268,/solutions/enterprise,Organic Search,Desktop,1,525,0,2026-08-08 14:21:00
sess_001077,1335,/product/analytics,Direct,Desktop,2,48,0,2026-09-11 06:48:00
sess_001078,3418,/solutions/enterprise,Referral,Desktop,1,29,0,2026-09-10 06:23:00
sess_001079,1587,/signup,Organic Search,Mobile,2,142,0,2026-08-25 22:38:00
sess_001080,1239,/solutions/enterprise,Organic Search,Desktop,2,40,0,2026-09-03 02:46:00
sess_001081,1806,/solutions/enterprise,Direct,Mobile,1,145,0,2026-08-16 16:25:00
sess_001082,3322,/docs/api,Direct,Desktop,6,131,0,2026-09-02 07:12:00
sess_001083,1828,/pricing,LinkedIn,Desktop,1,8,0,2026-08-27 23:16:00
sess_001084,2119,/solutions/enterprise,Organic Search,Desktop,4,605,0,2026-08-26 05:45:00
sess_001085,2592,/home,Direct,Desktop,4,45,0,2026-08-27 20:44:00
sess_001086,2070,/solutions/enterprise,Direct,Desktop,1,410,0,2026-09-10 19:44:00
sess_001087,2742,/solutions/enterprise,LinkedIn,Desktop,2,91,0,2026-08-18 10:53:00
sess_001088,3082,/docs/api,Organic Search,Desktop,2,36,1,2026-09-14 14:42:00
sess_001089,1723,/docs/api,Direct,Desktop,5,25,0,2026-08-17 03:27:00
sess_001090,1670,/docs/api,LinkedIn,Desktop,3,133,0,2026-08-15 05:17:00
sess_001091,3071,/signup,LinkedIn,Desktop,1,85,0,2026-08-12 23:29:00
sess_001092,1329,/docs/api,Google Ads,Desktop,2,454,0,2026-08-18 03:00:00
sess_001093,1504,/solutions/enterprise,Referral,Desktop,2,45,0,2026-08-24 02:46:00
sess_001094,3429,/solutions/enterprise,Google Ads,Mobile,1,236,0,2026-08-02 18:19:00
sess_001095,1703,/product/analytics,GitHub,Desktop,1,41,0,2026-08-26 02:04:00
sess_001096,3140,/docs/api,Organic Search,Desktop,6,374,0,2026-09-03 20:56:00
sess_001097,2224,/product/analytics,LinkedIn,Desktop,3,133,0,2026-08-15 23:12:00
sess_001098,1649,/pricing,Organic Search,Desktop,2,325,0,2026-08-15 19:18:00
sess_001099,1956,/docs/api,Google Ads,Desktop,4,108,0,2026-09-06 03:25:00
sess_001100,1849,/signup,Google Ads,Desktop,10,39,0,2026-08-09 18:37:00
sess_001101,1953,/signup,Organic Search,Mobile,8,144,0,2026-09-08 23:51:00
sess_001102,1394,/pricing,Direct,Desktop,1,62,1,2026-08-17 15:46:00
sess_001103,3404,/signup,Google Ads,Mobile,2,41,0,2026-09-13 00:01:00
sess_001104,2916,/home,Direct,Desktop,2,426,0,2026-08-05 04:23:00
sess_001105,1931,/solutions/enterprise,Direct,Mobile,3,149,0,2026-08-31 19:02:00
sess_001106,2598,/solutions/enterprise,Organic Search,Mobile,1,294,0,2026-09-05 02:35:00
sess_001107,2059,/product/analytics,LinkedIn,Desktop,8,274,0,2026-08-11 10:40:00
sess_001108,2976,/solutions/enterprise,Organic Search,Desktop,5,5,0,2026-08-09 20:49:00
sess_001109,1471,/pricing,Direct,Desktop,1,395,0,2026-08-19 21:39:00
sess_001110,3326,/solutions/enterprise,GitHub,Desktop,1,272,0,2026-08-17 10:06:00
sess_001111,1437,/docs/api,Direct,Desktop,1,61,0,2026-09-07 15:42:00
sess_001112,2598,/home,Google Ads,Desktop,2,51,0,2026-09-04 11:58:00
sess_001113,1032,/product/analytics,Google Ads,Desktop,7,15,1,2026-08-03 14:42:00
sess_001114,1686,/product/analytics,Organic Search,Desktop,3,22,0,2026-08-27 08:01:00
sess_001115,2554,/product/analytics,GitHub,Tablet,3,43,0,2026-08-21 07:32:00
sess_001116,1929,/docs/api,Organic Search,Desktop,1,5,0,2026-08-27 20:05:00
sess_001117,3157,/solutions/enterprise,Organic Search,Desktop,7,73,0,2026-08-17 12:05:00
sess_001118,2497,/docs/api,GitHub,Mobile,1,464,0,2026-09-13 08:54:00
sess_001119,3051,/pricing,LinkedIn,Desktop,7,150,0,2026-09-09 02:51:00
sess_001120,2120,/signup,Direct,Desktop,2,161,0,2026-08-03 14:36:00
sess_001121,3143,/solutions/enterprise,Organic Search,Desktop,3,53,0,2026-08-15 16:30:00
sess_001122,1692,/docs/api,Direct,Desktop,3,50,0,2026-08-15 01:57:00
sess_001123,2135,/pricing,Referral,Desktop,1,87,1,2026-08-22 03:08:00
sess_001124,2496,/pricing,Organic Search,Desktop,6,59,0,2026-08-09 15:17:00
sess_001125,2656,/docs/api,Google Ads,Mobile,9,356,0,2026-08-07 13:35:00
sess_001126,1917,/docs/api,Organic Search,Desktop,1,40,0,2026-08-28 18:47:00
sess_001127,1417,/home,LinkedIn,Mobile,1,207,0,2026-09-12 19:11:00
sess_001128,1416,/docs/api,LinkedIn,Mobile,3,126,0,2026-08-30 00:27:00
sess_001129,2549,/product/analytics,Organic Search,Mobile,3,208,0,2026-09-14 05:56:00
sess_001130,1305,/solutions/enterprise,Organic Search,Desktop,1,328,0,2026-08-01 04:43:00
sess_001131,2053,/pricing,Organic Search,Desktop,4,80,1,2026-09-06 21:40:00
sess_001132,2493,/product/analytics,Direct,Mobile,1,145,0,2026-08-06 07:06:00
sess_001133,3386,/signup,GitHub,Mobile,9,129,1,2026-08-09 01:14:00
sess_001134,2795,/product/analytics,GitHub,Desktop,5,89,0,2026-08-04 21:10:00
sess_001135,1071,/pricing,Organic Search,Tablet,1,305,0,2026-08-26 18:17:00
sess_001136,2836,/signup,GitHub,Desktop,9,6,0,2026-08-29 16:12:00
sess_001137,2279,/solutions/enterprise,Organic Search,Desktop,1,71,0,2026-08-15 06:02:00
sess_001138,1539,/home,GitHub,Desktop,5,326,0,2026-08-30 10:34:00
